property_id,title,description,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url,price_usd
UK0514,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5164,"Leeds, UK",2,3,Condo,"Garage, Swimming Pool, Backyard",2025-06-03,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,673268.0
UK0515,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2037,"Liverpool, UK",5,2,Villa,"Security System, Backyard, Swimming Pool, Walk-in Closet",2025-07-10,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,419744.0
UK0516,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5195,"Bristol, UK",6,2,Condo,"Swimming Pool, Backyard, Walk-in Closet, Central AC, Security System",2025-06-15,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1777052.0
UK0517,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1965,"Oxford, UK",2,4,Townhouse,"Garage, Backyard, Central AC",2024-11-19,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,858034.0
UK0518,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1930,"Cambridge, UK",6,5,Single Family Home,"Solar Panels, Backyard, Garage, Walk-in Closet, Security System",2025-04-22,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1088686.0
UK0519,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4661,"Nottingham, UK",6,4,Single Family Home,"Smart Home System, Solar Panels, Fireplace, Backyard, Garage",2024-10-11,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,124057.0
UK0520,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2530,"Sheffield, UK",2,5,Condo,"Central AC, Solar Panels, Swimming Pool, Smart Home System",2025-05-07,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,195430.0
UK0521,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3663,"London, UK",2,5,Villa,"Central AC, Security System, Swimming Pool",2025-04-08,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,485913.0
UK0522,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2953,"Manchester, UK",5,4,Apartment,"Security System, Central AC, Swimming Pool, Fireplace, Backyard",2024-10-21,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,123231.0
UK0523,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1642,"Birmingham, UK",3,3,Villa,"Solar Panels, Smart Home System, Security System, Fireplace",2024-02-16,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,745693.0
UK0524,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3968,"Leeds, UK",5,3,Single Family Home,"Security System, Garage, Solar Panels, Backyard, Walk-in Closet, Swimming Pool",2025-06-29,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,490167.0
UK0525,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4175,"Liverpool, UK",6,4,Townhouse,"Backyard, Central AC, Swimming Pool, Fireplace, Smart Home System",2024-09-03,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,678372.0
UK0526,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4849,"Bristol, UK",5,4,Townhouse,"Fireplace, Smart Home System, Backyard, Solar Panels, Swimming Pool",2025-03-07,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1668738.0
UK0527,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5234,"Oxford, UK",2,5,Apartment,"Security System, Garage, Walk-in Closet, Smart Home System, Swimming Pool",2025-09-27,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,255221.0
UK0528,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2575,"Cambridge, UK",2,5,Single Family Home,"Swimming Pool, Solar Panels, Smart Home System",2025-03-30,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1202647.0
UK0529,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4516,"Nottingham, UK",4,3,Condo,"Walk-in Closet, Central AC, Smart Home System, Swimming Pool, Security System, Fireplace",2025-11-29,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,949933.0
UK0530,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2511,"Sheffield, UK",5,5,Apartment,"Swimming Pool, Walk-in Closet, Backyard, Security System, Smart Home System, Solar Panels",2025-04-12,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,128855.0
UK0531,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1201,"London, UK",6,4,Condo,"Fireplace, Solar Panels, Security System, Walk-in Closet, Central AC, Garage",2025-11-26,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,342264.0
UK0532,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4323,"Manchester, UK",5,5,Apartment,"Fireplace, Backyard, Garage, Walk-in Closet, Security System",2024-09-11,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1721404.0
UK0533,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3782,"Birmingham, UK",6,4,Penthouse,"Solar Panels, Smart Home System, Security System, Backyard, Swimming Pool",2025-07-05,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,279017.0
UK0534,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3720,"Leeds, UK",6,4,Townhouse,"Backyard, Security System, Swimming Pool, Garage, Walk-in Closet",2025-01-29,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,596104.0
UK0535,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5500,"Liverpool, UK",5,5,Condo,"Smart Home System, Security System, Solar Panels, Backyard, Central AC, Fireplace",2024-04-15,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,750530.0
UK0536,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3056,"Bristol, UK",6,2,Single Family Home,"Backyard, Fireplace, Swimming Pool, Garage, Walk-in Closet",2025-07-16,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,354436.0
UK0537,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2002,"Oxford, UK",5,4,Penthouse,"Walk-in Closet, Central AC, Fireplace, Swimming Pool, Garage",2024-11-24,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,473152.0
UK0538,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4757,"Cambridge, UK",3,2,Townhouse,"Garage, Central AC, Security System, Solar Panels",2025-03-20,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1662384.0
UK0539,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3250,"Nottingham, UK",6,4,Penthouse,"Central AC, Garage, Backyard",2025-04-02,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,525874.0
UK0540,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5256,"Sheffield, UK",4,5,Villa,"Walk-in Closet, Fireplace, Backyard, Garage, Solar Panels, Swimming Pool",2024-10-31,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1408221.0
UK0541,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4404,"London, UK",5,3,Townhouse,"Walk-in Closet, Fireplace, Solar Panels",2024-03-09,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,764157.0
UK0542,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2317,"Manchester, UK",6,3,Townhouse,"Smart Home System, Fireplace, Solar Panels, Security System, Central AC, Swimming Pool",2024-05-05,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,336185.0
UK0543,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3413,"Birmingham, UK",5,5,Apartment,"Smart Home System, Security System, Swimming Pool",2025-07-10,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1102407.0
UK0544,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4118,"Leeds, UK",5,5,Villa,"Backyard, Security System, Central AC, Smart Home System, Walk-in Closet",2025-07-04,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1633705.0
UK0545,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1138,"Liverpool, UK",2,3,Condo,"Central AC, Security System, Fireplace, Walk-in Closet, Smart Home System, Garage",2025-04-28,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,164554.0
UK0546,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2675,"Bristol, UK",4,2,Apartment,"Walk-in Closet, Fireplace, Swimming Pool, Central AC, Garage",2025-10-08,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,353474.0
UK0547,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2539,"Oxford, UK",4,4,Townhouse,"Central AC, Swimming Pool, Fireplace, Backyard",2024-07-02,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1727691.0
UK0548,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1590,"Cambridge, UK",3,5,Villa,"Swimming Pool, Walk-in Closet, Fireplace, Central AC",2024-04-02,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,322987.0
UK0549,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4595,"Nottingham, UK",2,3,Penthouse,"Garage, Backyard, Swimming Pool, Security System",2024-07-20,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1216019.0
UK0550,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1853,"Sheffield, UK",6,3,Penthouse,"Fireplace, Smart Home System, Solar Panels, Backyard, Swimming Pool",2024-02-28,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1737941.0
UK0551,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4891,"London, UK",5,4,Penthouse,"Walk-in Closet, Smart Home System, Central AC",2024-05-16,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1865309.0
UK0552,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3222,"Manchester, UK",2,2,Condo,"Garage, Security System, Walk-in Closet, Fireplace, Swimming Pool",2024-11-23,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,358007.0
UK0553,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5366,"Birmingham, UK",4,2,Condo,"Smart Home System, Swimming Pool, Security System, Central AC, Backyard",2025-08-09,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1840765.0
UK0554,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5000,"Leeds, UK",3,4,Apartment,"Walk-in Closet, Solar Panels, Smart Home System",2025-07-25,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,586886.0
UK0555,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1163,"Liverpool, UK",2,4,Condo,"Walk-in Closet, Smart Home System, Fireplace, Central AC",2024-12-04,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,598424.0
UK0556,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5154,"Bristol, UK",4,3,Villa,"Fireplace, Solar Panels, Walk-in Closet, Backyard",2025-06-30,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,988378.0
UK0557,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3036,"Oxford, UK",2,4,Condo,"Backyard, Solar Panels, Garage, Security System, Walk-in Closet, Fireplace",2025-04-10,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1193971.0
UK0558,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5193,"Cambridge, UK",3,5,Condo,"Security System, Smart Home System, Garage, Fireplace",2024-12-21,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1520434.0
UK0559,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4309,"Nottingham, UK",5,5,Condo,"Central AC, Security System, Garage, Solar Panels",2024-09-14,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1934167.0
UK0560,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4469,"Sheffield, UK",2,4,Condo,"Walk-in Closet, Garage, Solar Panels, Fireplace, Swimming Pool, Central AC",2024-09-01,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,354007.0
