property_id,title,description,price_usd,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url
USA0611,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1317240,3377,"Houston, TX",2,5,Single Family Home,"Backyard, Security System, Solar Panels, Central AC",2024-11-08,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0612,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,459501,1587,"San Francisco, CA",4,3,Single Family Home,"Swimming Pool, Solar Panels, Fireplace, Garage, Central AC",2025-06-01,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0613,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,312101,1374,"Austin, TX",3,3,Condo,"Walk-in Closet, Security System, Solar Panels, Central AC, Backyard, Fireplace",2025-06-24,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0614,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,186187,3443,"Houston, TX",5,3,Single Family Home,"Security System, Smart Home System, Central AC, Fireplace, Solar Panels",2025-08-13,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0615,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2426761,3084,"New York, NY",5,3,Villa,"Smart Home System, Backyard, Fireplace",2025-01-14,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0616,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1641767,4291,"New York, NY",3,2,Penthouse,"Fireplace, Smart Home System, Solar Panels, Walk-in Closet, Backyard, Security System",2025-06-24,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0617,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,394076,1103,"San Francisco, CA",4,2,Townhouse,"Fireplace, Central AC, Solar Panels, Garage, Smart Home System, Security System",2024-07-21,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0618,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1567240,5260,"Seattle, WA",5,2,Apartment,"Solar Panels, Garage, Swimming Pool, Central AC, Walk-in Closet, Security System",2025-03-11,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0619,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1899941,2774,"Chicago, IL",3,2,Single Family Home,"Smart Home System, Security System, Fireplace, Swimming Pool, Central AC, Solar Panels",2025-06-24,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0620,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,998180,2863,"Los Angeles, CA",6,3,Single Family Home,"Central AC, Walk-in Closet, Backyard, Garage, Solar Panels, Swimming Pool",2025-07-26,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0621,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,269885,1561,"Chicago, IL",6,3,Townhouse,"Swimming Pool, Solar Panels, Smart Home System",2024-02-28,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0622,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1403720,1990,"Chicago, IL",6,2,Penthouse,"Backyard, Fireplace, Security System, Garage, Walk-in Closet, Solar Panels",2024-02-11,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0623,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1277633,2832,"Atlanta, GA",2,5,Townhouse,"Smart Home System, Fireplace, Swimming Pool, Central AC, Security System",2025-02-27,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0624,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1057435,2210,"Atlanta, GA",2,5,Penthouse,"Fireplace, Central AC, Swimming Pool, Garage, Security System, Backyard",2025-08-20,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0625,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1458088,2119,"Atlanta, GA",2,3,Condo,"Swimming Pool, Security System, Central AC, Smart Home System, Solar Panels",2025-07-30,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0626,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,805926,1165,"Boston, MA",6,2,Single Family Home,"Security System, Backyard, Garage, Swimming Pool, Fireplace, Solar Panels",2025-04-14,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0627,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2189729,2631,"Atlanta, GA",6,2,Villa,"Security System, Central AC, Walk-in Closet, Swimming Pool",2024-07-14,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0628,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,764764,3636,"Boston, MA",5,3,Apartment,"Smart Home System, Fireplace, Backyard, Solar Panels",2025-09-17,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0629,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,940806,5499,"Miami, FL",4,2,Condo,"Solar Panels, Central AC, Walk-in Closet, Garage",2024-05-04,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0630,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,825998,1742,"Chicago, IL",3,3,Villa,"Garage, Backyard, Solar Panels, Fireplace",2025-11-29,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0631,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,766017,4845,"Seattle, WA",2,3,Townhouse,"Security System, Central AC, Backyard",2024-12-09,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0632,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,190591,1099,"New York, NY",4,4,Single Family Home,"Smart Home System, Security System, Central AC, Solar Panels",2024-10-06,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0633,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1758085,3384,"Chicago, IL",3,4,Condo,"Garage, Fireplace, Smart Home System, Central AC",2025-01-07,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0634,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1588865,4917,"San Francisco, CA",6,5,Apartment,"Security System, Backyard, Solar Panels, Fireplace",2025-10-24,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0635,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1447001,4844,"Los Angeles, CA",6,2,Penthouse,"Fireplace, Smart Home System, Garage",2024-09-08,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0636,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1562159,3522,"Atlanta, GA",2,3,Townhouse,"Walk-in Closet, Security System, Solar Panels, Garage, Fireplace",2024-08-20,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0637,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1701366,3258,"Austin, TX",5,2,Condo,"Security System, Solar Panels, Smart Home System, Garage, Swimming Pool",2024-07-28,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0638,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1428148,3254,"San Francisco, CA",4,2,Apartment,"Backyard, Security System, Smart Home System, Garage, Walk-in Closet, Solar Panels",2024-10-10,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0639,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,746981,1697,"Chicago, IL",2,4,Townhouse,"Security System, Smart Home System, Central AC, Fireplace",2024-01-07,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0640,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1659011,959,"Atlanta, GA",3,3,Penthouse,"Solar Panels, Smart Home System, Security System, Backyard",2024-10-04,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0641,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1736708,4005,"San Francisco, CA",3,2,Apartment,"Swimming Pool, Fireplace, Garage, Smart Home System, Backyard, Solar Panels",2025-11-03,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0642,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2277706,5034,"Chicago, IL",4,5,Penthouse,"Smart Home System, Solar Panels, Backyard",2024-06-11,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0643,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1154264,2821,"Atlanta, GA",6,3,Single Family Home,"Solar Panels, Walk-in Closet, Swimming Pool",2024-05-11,https://images.pexels.com/photos/17174766/pexels-photo-17174766.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0644,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,549426,3389,"San Francisco, CA",3,5,Single Family Home,"Solar Panels, Garage, Walk-in Closet",2025-07-31,https://images.pexels.com/photos/17174767/pexels-photo-17174767.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0645,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1462945,3107,"Austin, TX",5,4,Townhouse,"Smart Home System, Solar Panels, Swimming Pool, Walk-in Closet, Fireplace, Backyard",2024-06-05,https://images.pexels.com/photos/7031408/pexels-photo-7031408.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0646,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,322931,4395,"San Francisco, CA",5,4,Single Family Home,"Garage, Security System, Smart Home System",2025-10-23,https://images.pexels.com/photos/1115804/pexels-photo-1115804.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0647,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1119297,1401,"Chicago, IL",2,2,Townhouse,"Solar Panels, Fireplace, Smart Home System, Backyard",2024-05-14,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0648,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,854134,3912,"Chicago, IL",4,5,Penthouse,"Central AC, Smart Home System, Fireplace, Garage",2025-04-20,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0649,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,623278,4211,"San Francisco, CA",2,2,Penthouse,"Fireplace, Backyard, Smart Home System, Security System, Central AC",2025-09-23,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0650,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1903200,4283,"Austin, TX",3,4,Townhouse,"Backyard, Smart Home System, Solar Panels, Swimming Pool",2025-04-14,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0651,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,942648,3704,"Houston, TX",6,3,Townhouse,"Backyard, Walk-in Closet, Solar Panels, Security System, Central AC",2024-09-25,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0652,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2243076,4690,"Austin, TX",6,3,Apartment,"Backyard, Central AC, Security System, Smart Home System, Swimming Pool, Walk-in Closet",2025-08-21,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0653,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1353139,5361,"Boston, MA",2,4,Single Family Home,"Backyard, Walk-in Closet, Garage, Fireplace, Security System, Swimming Pool",2024-02-28,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0654,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1885240,3366,"Houston, TX",2,3,Villa,"Swimming Pool, Central AC, Walk-in Closet",2025-08-22,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0655,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1207458,4287,"Houston, TX",4,5,Condo,"Security System, Walk-in Closet, Solar Panels, Smart Home System",2024-02-27,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
